""	"submission_name"	"submission_date"	"template_name"	"response_component"	"curation_date"	"cohort"	"age_min"	"age_max"	"age_units"	"number_subjects"	"tissue_type"	"tissue_type_term_id"	"method"	"response_component_original"	"is_model"	"response_behavior_type"	"response_behavior"	"comparison"	"baseline_time_event"	"time_point"	"time_point_units"	"exposure_material_id"	"exposure_process"	"disease_name"	"disease_stage"	"publication_reference_id"	"publication_date"	"publication_reference_url"	"signature_source"	"comments"	"response_comp_orig_cnt"	"response_comp_cnt"	"subm_obs_id"	"uniq_obs_id"	"row_key"	"signature_file"	"signature_file_complete"
"subject"	""	""	""	"gene"	""	""	""	""	""	""	""	"cell_subset"	""	""	""	""	""	""	""	""	""	"pathogen"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"evidence"	"label"	"label"	"label"	""	"label"	"label"	"label"	"label"	"label"	"label"	"label"	""	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	""	"label"	"label"	"label"	"label"	"label"	"url"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"file"	"file"
"role"	"background"	"background"	"background"	"gene_biomarker"	"background"	"observed"	"observed"	"observed"	"observed"	"observed"	"background"	"tissue"	"background"	"observed"	"background"	"background"	"measured"	"background"	"background"	"observed"	"observed"	"pathogen"	"background"	"background"	"observed"	"background"	"background"	"reference"	"background"	"background"	"observed"	"observed"	"background"	"background"	"background"	"observed"	"observed"
"mime_type"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"numeric_units"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"descriptive text on Dashboard"	"submission name"	"submission_date"	"template_name"	"response component"	"curation date YYYY-MM-DD"	"cohort - any characteristics of the population(s) studied, plus whether the result was taken from a subgroup of the broader cohort tested"	"age_min - age of youngest subject including both cases and controls"	"age_max - age of oldest subject including both case and controls"	"age units"	"number of subjects - count of case plus control subjects used in the measurement."	"tissue type"	"tissue (Cell Ontology)"	"method - primary experimental method used to measure the response"	"response component (original gene symbol)"	"signature was derived from a computational model"	"response behavior type"	"response behavior (direction, correlation type etc.)"	"comparison (affected vs control, correlated variable, time vs baseline event etc.)"	"baseline time event"	"time point relative to baseline event at which response was measured"	"time point units"	"exposure material (NCBI taxid)"	"exposure process - method by which immune exposure  occurred"	"disease name"	"disease stage - reported disease stage(s) of affected subjects"	"publication reference (PMID)"	"print publication date or posted date (YYYY-MM-DD)"	"Arunachalam et al. (2020) Systems biological assessment of immunity to mild versus severe COVID-19 infection in humans. Science. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32788292' target='_blank'>32788292</a>"	"signature source - figure, table or text section"	"comments and additional details"	"response component (original) count"	"response component count"	"ID of observation within a publication (PMID) and for its submission type "	"ID of observation within its submission type"	"row key"	"response component (genes) file"	" response components including non-HGNC genes"
""	"hipc_inf_gene_32788292_29"	"2020.08.14"	"hipc_inf_gene_32788292_29"	"ND3"	"2021-03-31"	"Atlanta"	"38"	"90"	"years"	"12"	"natural killer cell"	"CL:0000623"	"CITE-seq"	"MT-ND3"	"N"	"gene expression"	"down"	"pooled moderate and severe COVID-19 vs healthy"	"onset of symptoms"	"various"	"days"	"2697049"	"occurrence of infectious disease"	"COVID-19"	"moderate and severe"	"32788292"	"2020-09-04"	"https://pubmed.ncbi.nlm.nih.gov/32788292/"	"Suppl Table S4"	"PBMCs enriched for DCs"	"50"	"50"	"29"	"71"	"32788292_29_71"	"hipc_inf_gene_sig_32788292_29.txt"	"hipc_inf_gene_sig_complete_32788292_29.txt"
""	"hipc_inf_gene_32788292_29"	"2020.08.14"	"hipc_inf_gene_32788292_29"	"RPL27A"	"2021-03-31"	"Atlanta"	"38"	"90"	"years"	"12"	"natural killer cell"	"CL:0000623"	"CITE-seq"	"RPL27A"	"N"	"gene expression"	"down"	"pooled moderate and severe COVID-19 vs healthy"	"onset of symptoms"	"various"	"days"	"2697049"	"occurrence of infectious disease"	"COVID-19"	"moderate and severe"	"32788292"	"2020-09-04"	"https://pubmed.ncbi.nlm.nih.gov/32788292/"	"Suppl Table S4"	"PBMCs enriched for DCs"	"50"	"50"	"29"	"71"	"32788292_29_71"	"hipc_inf_gene_sig_32788292_29.txt"	"hipc_inf_gene_sig_complete_32788292_29.txt"
""	"hipc_inf_gene_32788292_29"	"2020.08.14"	"hipc_inf_gene_32788292_29"	"PTGDS"	"2021-03-31"	"Atlanta"	"38"	"90"	"years"	"12"	"natural killer cell"	"CL:0000623"	"CITE-seq"	"PTGDS"	"N"	"gene expression"	"down"	"pooled moderate and severe COVID-19 vs healthy"	"onset of symptoms"	"various"	"days"	"2697049"	"occurrence of infectious disease"	"COVID-19"	"moderate and severe"	"32788292"	"2020-09-04"	"https://pubmed.ncbi.nlm.nih.gov/32788292/"	"Suppl Table S4"	"PBMCs enriched for DCs"	"50"	"50"	"29"	"71"	"32788292_29_71"	"hipc_inf_gene_sig_32788292_29.txt"	"hipc_inf_gene_sig_complete_32788292_29.txt"
""	"hipc_inf_gene_32788292_29"	"2020.08.14"	"hipc_inf_gene_32788292_29"	"CD52"	"2021-03-31"	"Atlanta"	"38"	"90"	"years"	"12"	"natural killer cell"	"CL:0000623"	"CITE-seq"	"CD52"	"N"	"gene expression"	"down"	"pooled moderate and severe COVID-19 vs healthy"	"onset of symptoms"	"various"	"days"	"2697049"	"occurrence of infectious disease"	"COVID-19"	"moderate and severe"	"32788292"	"2020-09-04"	"https://pubmed.ncbi.nlm.nih.gov/32788292/"	"Suppl Table S4"	"PBMCs enriched for DCs"	"50"	"50"	"29"	"71"	"32788292_29_71"	"hipc_inf_gene_sig_32788292_29.txt"	"hipc_inf_gene_sig_complete_32788292_29.txt"
""	"hipc_inf_gene_32788292_29"	"2020.08.14"	"hipc_inf_gene_32788292_29"	"RPS4Y1"	"2021-03-31"	"Atlanta"	"38"	"90"	"years"	"12"	"natural killer cell"	"CL:0000623"	"CITE-seq"	"RPS4Y1"	"N"	"gene expression"	"down"	"pooled moderate and severe COVID-19 vs healthy"	"onset of symptoms"	"various"	"days"	"2697049"	"occurrence of infectious disease"	"COVID-19"	"moderate and severe"	"32788292"	"2020-09-04"	"https://pubmed.ncbi.nlm.nih.gov/32788292/"	"Suppl Table S4"	"PBMCs enriched for DCs"	"50"	"50"	"29"	"71"	"32788292_29_71"	"hipc_inf_gene_sig_32788292_29.txt"	"hipc_inf_gene_sig_complete_32788292_29.txt"
""	"hipc_inf_gene_32788292_29"	"2020.08.14"	"hipc_inf_gene_32788292_29"	"GIMAP7"	"2021-03-31"	"Atlanta"	"38"	"90"	"years"	"12"	"natural killer cell"	"CL:0000623"	"CITE-seq"	"GIMAP7"	"N"	"gene expression"	"down"	"pooled moderate and severe COVID-19 vs healthy"	"onset of symptoms"	"various"	"days"	"2697049"	"occurrence of infectious disease"	"COVID-19"	"moderate and severe"	"32788292"	"2020-09-04"	"https://pubmed.ncbi.nlm.nih.gov/32788292/"	"Suppl Table S4"	"PBMCs enriched for DCs"	"50"	"50"	"29"	"71"	"32788292_29_71"	"hipc_inf_gene_sig_32788292_29.txt"	"hipc_inf_gene_sig_complete_32788292_29.txt"
""	"hipc_inf_gene_32788292_29"	"2020.08.14"	"hipc_inf_gene_32788292_29"	"CYTB"	"2021-03-31"	"Atlanta"	"38"	"90"	"years"	"12"	"natural killer cell"	"CL:0000623"	"CITE-seq"	"MT-CYB"	"N"	"gene expression"	"down"	"pooled moderate and severe COVID-19 vs healthy"	"onset of symptoms"	"various"	"days"	"2697049"	"occurrence of infectious disease"	"COVID-19"	"moderate and severe"	"32788292"	"2020-09-04"	"https://pubmed.ncbi.nlm.nih.gov/32788292/"	"Suppl Table S4"	"PBMCs enriched for DCs"	"50"	"50"	"29"	"71"	"32788292_29_71"	"hipc_inf_gene_sig_32788292_29.txt"	"hipc_inf_gene_sig_complete_32788292_29.txt"
""	"hipc_inf_gene_32788292_29"	"2020.08.14"	"hipc_inf_gene_32788292_29"	"ND2"	"2021-03-31"	"Atlanta"	"38"	"90"	"years"	"12"	"natural killer cell"	"CL:0000623"	"CITE-seq"	"MT-ND2"	"N"	"gene expression"	"down"	"pooled moderate and severe COVID-19 vs healthy"	"onset of symptoms"	"various"	"days"	"2697049"	"occurrence of infectious disease"	"COVID-19"	"moderate and severe"	"32788292"	"2020-09-04"	"https://pubmed.ncbi.nlm.nih.gov/32788292/"	"Suppl Table S4"	"PBMCs enriched for DCs"	"50"	"50"	"29"	"71"	"32788292_29_71"	"hipc_inf_gene_sig_32788292_29.txt"	"hipc_inf_gene_sig_complete_32788292_29.txt"
""	"hipc_inf_gene_32788292_29"	"2020.08.14"	"hipc_inf_gene_32788292_29"	"RPL13A"	"2021-03-31"	"Atlanta"	"38"	"90"	"years"	"12"	"natural killer cell"	"CL:0000623"	"CITE-seq"	"RPL13A"	"N"	"gene expression"	"down"	"pooled moderate and severe COVID-19 vs healthy"	"onset of symptoms"	"various"	"days"	"2697049"	"occurrence of infectious disease"	"COVID-19"	"moderate and severe"	"32788292"	"2020-09-04"	"https://pubmed.ncbi.nlm.nih.gov/32788292/"	"Suppl Table S4"	"PBMCs enriched for DCs"	"50"	"50"	"29"	"71"	"32788292_29_71"	"hipc_inf_gene_sig_32788292_29.txt"	"hipc_inf_gene_sig_complete_32788292_29.txt"
""	"hipc_inf_gene_32788292_29"	"2020.08.14"	"hipc_inf_gene_32788292_29"	"RPS20"	"2021-03-31"	"Atlanta"	"38"	"90"	"years"	"12"	"natural killer cell"	"CL:0000623"	"CITE-seq"	"RPS20"	"N"	"gene expression"	"down"	"pooled moderate and severe COVID-19 vs healthy"	"onset of symptoms"	"various"	"days"	"2697049"	"occurrence of infectious disease"	"COVID-19"	"moderate and severe"	"32788292"	"2020-09-04"	"https://pubmed.ncbi.nlm.nih.gov/32788292/"	"Suppl Table S4"	"PBMCs enriched for DCs"	"50"	"50"	"29"	"71"	"32788292_29_71"	"hipc_inf_gene_sig_32788292_29.txt"	"hipc_inf_gene_sig_complete_32788292_29.txt"
""	"hipc_inf_gene_32788292_29"	"2020.08.14"	"hipc_inf_gene_32788292_29"	"KLRB1"	"2021-03-31"	"Atlanta"	"38"	"90"	"years"	"12"	"natural killer cell"	"CL:0000623"	"CITE-seq"	"KLRB1"	"N"	"gene expression"	"down"	"pooled moderate and severe COVID-19 vs healthy"	"onset of symptoms"	"various"	"days"	"2697049"	"occurrence of infectious disease"	"COVID-19"	"moderate and severe"	"32788292"	"2020-09-04"	"https://pubmed.ncbi.nlm.nih.gov/32788292/"	"Suppl Table S4"	"PBMCs enriched for DCs"	"50"	"50"	"29"	"71"	"32788292_29_71"	"hipc_inf_gene_sig_32788292_29.txt"	"hipc_inf_gene_sig_complete_32788292_29.txt"
""	"hipc_inf_gene_32788292_29"	"2020.08.14"	"hipc_inf_gene_32788292_29"	"ATP6"	"2021-03-31"	"Atlanta"	"38"	"90"	"years"	"12"	"natural killer cell"	"CL:0000623"	"CITE-seq"	"MT-ATP6"	"N"	"gene expression"	"down"	"pooled moderate and severe COVID-19 vs healthy"	"onset of symptoms"	"various"	"days"	"2697049"	"occurrence of infectious disease"	"COVID-19"	"moderate and severe"	"32788292"	"2020-09-04"	"https://pubmed.ncbi.nlm.nih.gov/32788292/"	"Suppl Table S4"	"PBMCs enriched for DCs"	"50"	"50"	"29"	"71"	"32788292_29_71"	"hipc_inf_gene_sig_32788292_29.txt"	"hipc_inf_gene_sig_complete_32788292_29.txt"
""	"hipc_inf_gene_32788292_29"	"2020.08.14"	"hipc_inf_gene_32788292_29"	"CCL4"	"2021-03-31"	"Atlanta"	"38"	"90"	"years"	"12"	"natural killer cell"	"CL:0000623"	"CITE-seq"	"CCL4"	"N"	"gene expression"	"down"	"pooled moderate and severe COVID-19 vs healthy"	"onset of symptoms"	"various"	"days"	"2697049"	"occurrence of infectious disease"	"COVID-19"	"moderate and severe"	"32788292"	"2020-09-04"	"https://pubmed.ncbi.nlm.nih.gov/32788292/"	"Suppl Table S4"	"PBMCs enriched for DCs"	"50"	"50"	"29"	"71"	"32788292_29_71"	"hipc_inf_gene_sig_32788292_29.txt"	"hipc_inf_gene_sig_complete_32788292_29.txt"
""	"hipc_inf_gene_32788292_29"	"2020.08.14"	"hipc_inf_gene_32788292_29"	"RPL7"	"2021-03-31"	"Atlanta"	"38"	"90"	"years"	"12"	"natural killer cell"	"CL:0000623"	"CITE-seq"	"RPL7"	"N"	"gene expression"	"down"	"pooled moderate and severe COVID-19 vs healthy"	"onset of symptoms"	"various"	"days"	"2697049"	"occurrence of infectious disease"	"COVID-19"	"moderate and severe"	"32788292"	"2020-09-04"	"https://pubmed.ncbi.nlm.nih.gov/32788292/"	"Suppl Table S4"	"PBMCs enriched for DCs"	"50"	"50"	"29"	"71"	"32788292_29_71"	"hipc_inf_gene_sig_32788292_29.txt"	"hipc_inf_gene_sig_complete_32788292_29.txt"
""	"hipc_inf_gene_32788292_29"	"2020.08.14"	"hipc_inf_gene_32788292_29"	"ND1"	"2021-03-31"	"Atlanta"	"38"	"90"	"years"	"12"	"natural killer cell"	"CL:0000623"	"CITE-seq"	"MT-ND1"	"N"	"gene expression"	"down"	"pooled moderate and severe COVID-19 vs healthy"	"onset of symptoms"	"various"	"days"	"2697049"	"occurrence of infectious disease"	"COVID-19"	"moderate and severe"	"32788292"	"2020-09-04"	"https://pubmed.ncbi.nlm.nih.gov/32788292/"	"Suppl Table S4"	"PBMCs enriched for DCs"	"50"	"50"	"29"	"71"	"32788292_29_71"	"hipc_inf_gene_sig_32788292_29.txt"	"hipc_inf_gene_sig_complete_32788292_29.txt"
""	"hipc_inf_gene_32788292_29"	"2020.08.14"	"hipc_inf_gene_32788292_29"	"LYZ"	"2021-03-31"	"Atlanta"	"38"	"90"	"years"	"12"	"natural killer cell"	"CL:0000623"	"CITE-seq"	"LYZ"	"N"	"gene expression"	"down"	"pooled moderate and severe COVID-19 vs healthy"	"onset of symptoms"	"various"	"days"	"2697049"	"occurrence of infectious disease"	"COVID-19"	"moderate and severe"	"32788292"	"2020-09-04"	"https://pubmed.ncbi.nlm.nih.gov/32788292/"	"Suppl Table S4"	"PBMCs enriched for DCs"	"50"	"50"	"29"	"71"	"32788292_29_71"	"hipc_inf_gene_sig_32788292_29.txt"	"hipc_inf_gene_sig_complete_32788292_29.txt"
