""	"submission_name"	"submission_date"	"template_name"	"response_component"	"curation_date"	"cohort"	"age_min"	"age_max"	"age_units"	"number_subjects"	"tissue_type"	"tissue_type_term_id"	"method"	"response_component_original"	"is_model"	"response_behavior_type"	"response_behavior"	"comparison"	"baseline_time_event"	"time_point"	"time_point_units"	"exposure_material_id"	"exposure_process"	"disease_name"	"disease_stage"	"publication_reference_id"	"publication_date"	"publication_reference_url"	"signature_source"	"comments"	"response_comp_orig_cnt"	"response_comp_cnt"	"sig_subm_id"	"sig_row_id"	"row_key"	"signature_file"	"signature_file_complete"
"subject"	""	""	""	"gene"	""	""	""	""	""	""	""	"cell_subset"	""	""	""	""	""	""	""	""	""	"pathogen"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"evidence"	"label"	"label"	"label"	""	"label"	"label"	"label"	"label"	"label"	"label"	"label"	""	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	""	"label"	"label"	"label"	"label"	"label"	"url"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"file"	"file"
"role"	"background"	"background"	"background"	"gene_biomarker"	"background"	"observed"	"observed"	"observed"	"observed"	"observed"	"background"	"tissue"	"background"	"observed"	"background"	"background"	"measured"	"background"	"background"	"observed"	"observed"	"pathogen"	"background"	"background"	"observed"	"background"	"background"	"reference"	"background"	"background"	"observed"	"observed"	"background"	"background"	"background"	"observed"	"observed"
"mime_type"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"numeric_units"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"descriptive text on Dashboard"	"submission name"	"submission_date"	"template_name"	"response component"	"curation date YYYY-MM-DD"	"cohort - any characteristics of the population(s) studied, plus whether the result was taken from a subgroup of the broader cohort tested"	"age_min - age of youngest subject including both cases and controls"	"age_max - age of oldest subject including both case and controls"	"age units"	"number of subjects - count of case plus control subjects used in the measurement."	"tissue type"	"tissue (Cell Ontology)"	"method - primary experimental method used to measure the response"	"response component (original gene symbol)"	"signature was derived from a computational model"	"response behavior type"	"response behavior (direction, correlation type etc.)"	"comparison (affected vs control, correlated variable, time vs baseline event etc.)"	"baseline time event"	"time point relative to baseline event at which response was measured"	"time point units"	"exposure material (NCBI taxid)"	"exposure process - method by which immune exposure  occurred"	"disease name"	"disease stage - reported disease stage(s) of affected subjects"	"publication reference (PMID)"	"print publication date or posted date (YYYY-MM-DD)"	"Nienhold et al. (2020) Two distinct immunopathological profiles in autopsy lungs of COVID-19. Nat Commun. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=33033248' target='_blank'>33033248</a>"	"signature source - figure, table or text section"	"comments and additional details"	"response component (original) count"	"response component count"	"sequential ID of signature within a publication (PMID) and for its response_type "	"row ID of signature within its submission data file(s)"	"row key"	"response component (genes) file"	" response components including non-HGNC genes"
""	"hipc_inf_gene_33033248_1"	"2020.10.10"	"hipc_inf_gene_33033248_1"	"DMBT1"	"2021-02-19"	"COVID-19 patients and healthy controls without infectious disease (Basel and Liestal, Switzerland)"	"53"	"104"	"years"	"22"	"formalin-fixed and paraffin-embedded (FFPE) lung tissue"	"UBERON:0002048"	"RNA-seq (OIRRA assay)"	"DMBT1"	"N"	"gene expression"	"up"	"post mortem lung samples of COVID-19 patients (#samples N=36) vs  controls (N=9)"	"time of death"	"11 to 67"	"hours"	"2697049"	"Occurrence of infectious disease"	"COVID-19"	"acute"	"33033248"	"2020-10-08"	"https://www.nature.com/articles/s41467-020-18854-2"	"Fig 1a; Suppl Table 3."	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7546638/figure/Fig1/"	"68"	"68"	"1"	"160"	"33033248_1_160"	"hipc_inf_gene_sig_33033248_1.txt"	"hipc_inf_gene_sig_complete_33033248_1.txt"
""	"hipc_inf_gene_33033248_1"	"2020.10.10"	"hipc_inf_gene_33033248_1"	"TDO2"	"2021-02-19"	"COVID-19 patients and healthy controls without infectious disease (Basel and Liestal, Switzerland)"	"53"	"104"	"years"	"22"	"formalin-fixed and paraffin-embedded (FFPE) lung tissue"	"UBERON:0002048"	"RNA-seq (OIRRA assay)"	"TDO2"	"N"	"gene expression"	"up"	"post mortem lung samples of COVID-19 patients (#samples N=36) vs  controls (N=9)"	"time of death"	"11 to 67"	"hours"	"2697049"	"Occurrence of infectious disease"	"COVID-19"	"acute"	"33033248"	"2020-10-08"	"https://www.nature.com/articles/s41467-020-18854-2"	"Fig 1a; Suppl Table 3."	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7546638/figure/Fig1/"	"68"	"68"	"1"	"160"	"33033248_1_160"	"hipc_inf_gene_sig_33033248_1.txt"	"hipc_inf_gene_sig_complete_33033248_1.txt"
""	"hipc_inf_gene_33033248_1"	"2020.10.10"	"hipc_inf_gene_33033248_1"	"IFI6"	"2021-02-19"	"COVID-19 patients and healthy controls without infectious disease (Basel and Liestal, Switzerland)"	"53"	"104"	"years"	"22"	"formalin-fixed and paraffin-embedded (FFPE) lung tissue"	"UBERON:0002048"	"RNA-seq (OIRRA assay)"	"IFI6"	"N"	"gene expression"	"up"	"post mortem lung samples of COVID-19 patients (#samples N=36) vs  controls (N=9)"	"time of death"	"11 to 67"	"hours"	"2697049"	"Occurrence of infectious disease"	"COVID-19"	"acute"	"33033248"	"2020-10-08"	"https://www.nature.com/articles/s41467-020-18854-2"	"Fig 1a; Suppl Table 3."	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7546638/figure/Fig1/"	"68"	"68"	"1"	"160"	"33033248_1_160"	"hipc_inf_gene_sig_33033248_1.txt"	"hipc_inf_gene_sig_complete_33033248_1.txt"
""	"hipc_inf_gene_33033248_1"	"2020.10.10"	"hipc_inf_gene_33033248_1"	"PCLAF"	"2021-02-19"	"COVID-19 patients and healthy controls without infectious disease (Basel and Liestal, Switzerland)"	"53"	"104"	"years"	"22"	"formalin-fixed and paraffin-embedded (FFPE) lung tissue"	"UBERON:0002048"	"RNA-seq (OIRRA assay)"	"KIAA0101"	"N"	"gene expression"	"up"	"post mortem lung samples of COVID-19 patients (#samples N=36) vs  controls (N=9)"	"time of death"	"11 to 67"	"hours"	"2697049"	"Occurrence of infectious disease"	"COVID-19"	"acute"	"33033248"	"2020-10-08"	"https://www.nature.com/articles/s41467-020-18854-2"	"Fig 1a; Suppl Table 3."	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7546638/figure/Fig1/"	"68"	"68"	"1"	"160"	"33033248_1_160"	"hipc_inf_gene_sig_33033248_1.txt"	"hipc_inf_gene_sig_complete_33033248_1.txt"
""	"hipc_inf_gene_33033248_1"	"2020.10.10"	"hipc_inf_gene_33033248_1"	"MELK"	"2021-02-19"	"COVID-19 patients and healthy controls without infectious disease (Basel and Liestal, Switzerland)"	"53"	"104"	"years"	"22"	"formalin-fixed and paraffin-embedded (FFPE) lung tissue"	"UBERON:0002048"	"RNA-seq (OIRRA assay)"	"MELK"	"N"	"gene expression"	"up"	"post mortem lung samples of COVID-19 patients (#samples N=36) vs  controls (N=9)"	"time of death"	"11 to 67"	"hours"	"2697049"	"Occurrence of infectious disease"	"COVID-19"	"acute"	"33033248"	"2020-10-08"	"https://www.nature.com/articles/s41467-020-18854-2"	"Fig 1a; Suppl Table 3."	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7546638/figure/Fig1/"	"68"	"68"	"1"	"160"	"33033248_1_160"	"hipc_inf_gene_sig_33033248_1.txt"	"hipc_inf_gene_sig_complete_33033248_1.txt"
""	"hipc_inf_gene_33033248_1"	"2020.10.10"	"hipc_inf_gene_33033248_1"	"BUB1"	"2021-02-19"	"COVID-19 patients and healthy controls without infectious disease (Basel and Liestal, Switzerland)"	"53"	"104"	"years"	"22"	"formalin-fixed and paraffin-embedded (FFPE) lung tissue"	"UBERON:0002048"	"RNA-seq (OIRRA assay)"	"BUB1"	"N"	"gene expression"	"up"	"post mortem lung samples of COVID-19 patients (#samples N=36) vs  controls (N=9)"	"time of death"	"11 to 67"	"hours"	"2697049"	"Occurrence of infectious disease"	"COVID-19"	"acute"	"33033248"	"2020-10-08"	"https://www.nature.com/articles/s41467-020-18854-2"	"Fig 1a; Suppl Table 3."	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7546638/figure/Fig1/"	"68"	"68"	"1"	"160"	"33033248_1_160"	"hipc_inf_gene_sig_33033248_1.txt"	"hipc_inf_gene_sig_complete_33033248_1.txt"
""	"hipc_inf_gene_33033248_1"	"2020.10.10"	"hipc_inf_gene_33033248_1"	"ISG15"	"2021-02-19"	"COVID-19 patients and healthy controls without infectious disease (Basel and Liestal, Switzerland)"	"53"	"104"	"years"	"22"	"formalin-fixed and paraffin-embedded (FFPE) lung tissue"	"UBERON:0002048"	"RNA-seq (OIRRA assay)"	"ISG15"	"N"	"gene expression"	"up"	"post mortem lung samples of COVID-19 patients (#samples N=36) vs  controls (N=9)"	"time of death"	"11 to 67"	"hours"	"2697049"	"Occurrence of infectious disease"	"COVID-19"	"acute"	"33033248"	"2020-10-08"	"https://www.nature.com/articles/s41467-020-18854-2"	"Fig 1a; Suppl Table 3."	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7546638/figure/Fig1/"	"68"	"68"	"1"	"160"	"33033248_1_160"	"hipc_inf_gene_sig_33033248_1.txt"	"hipc_inf_gene_sig_complete_33033248_1.txt"
""	"hipc_inf_gene_33033248_1"	"2020.10.10"	"hipc_inf_gene_33033248_1"	"IFI27"	"2021-02-19"	"COVID-19 patients and healthy controls without infectious disease (Basel and Liestal, Switzerland)"	"53"	"104"	"years"	"22"	"formalin-fixed and paraffin-embedded (FFPE) lung tissue"	"UBERON:0002048"	"RNA-seq (OIRRA assay)"	"IFI27"	"N"	"gene expression"	"up"	"post mortem lung samples of COVID-19 patients (#samples N=36) vs  controls (N=9)"	"time of death"	"11 to 67"	"hours"	"2697049"	"Occurrence of infectious disease"	"COVID-19"	"acute"	"33033248"	"2020-10-08"	"https://www.nature.com/articles/s41467-020-18854-2"	"Fig 1a; Suppl Table 3."	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7546638/figure/Fig1/"	"68"	"68"	"1"	"160"	"33033248_1_160"	"hipc_inf_gene_sig_33033248_1.txt"	"hipc_inf_gene_sig_complete_33033248_1.txt"
""	"hipc_inf_gene_33033248_1"	"2020.10.10"	"hipc_inf_gene_33033248_1"	"PSMB9"	"2021-02-19"	"COVID-19 patients and healthy controls without infectious disease (Basel and Liestal, Switzerland)"	"53"	"104"	"years"	"22"	"formalin-fixed and paraffin-embedded (FFPE) lung tissue"	"UBERON:0002048"	"RNA-seq (OIRRA assay)"	"PSMB9"	"N"	"gene expression"	"up"	"post mortem lung samples of COVID-19 patients (#samples N=36) vs  controls (N=9)"	"time of death"	"11 to 67"	"hours"	"2697049"	"Occurrence of infectious disease"	"COVID-19"	"acute"	"33033248"	"2020-10-08"	"https://www.nature.com/articles/s41467-020-18854-2"	"Fig 1a; Suppl Table 3."	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7546638/figure/Fig1/"	"68"	"68"	"1"	"160"	"33033248_1_160"	"hipc_inf_gene_sig_33033248_1.txt"	"hipc_inf_gene_sig_complete_33033248_1.txt"
""	"hipc_inf_gene_33033248_1"	"2020.10.10"	"hipc_inf_gene_33033248_1"	"OAS3"	"2021-02-19"	"COVID-19 patients and healthy controls without infectious disease (Basel and Liestal, Switzerland)"	"53"	"104"	"years"	"22"	"formalin-fixed and paraffin-embedded (FFPE) lung tissue"	"UBERON:0002048"	"RNA-seq (OIRRA assay)"	"OAS3"	"N"	"gene expression"	"up"	"post mortem lung samples of COVID-19 patients (#samples N=36) vs  controls (N=9)"	"time of death"	"11 to 67"	"hours"	"2697049"	"Occurrence of infectious disease"	"COVID-19"	"acute"	"33033248"	"2020-10-08"	"https://www.nature.com/articles/s41467-020-18854-2"	"Fig 1a; Suppl Table 3."	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7546638/figure/Fig1/"	"68"	"68"	"1"	"160"	"33033248_1_160"	"hipc_inf_gene_sig_33033248_1.txt"	"hipc_inf_gene_sig_complete_33033248_1.txt"
""	"hipc_inf_gene_33033248_1"	"2020.10.10"	"hipc_inf_gene_33033248_1"	"CDK1"	"2021-02-19"	"COVID-19 patients and healthy controls without infectious disease (Basel and Liestal, Switzerland)"	"53"	"104"	"years"	"22"	"formalin-fixed and paraffin-embedded (FFPE) lung tissue"	"UBERON:0002048"	"RNA-seq (OIRRA assay)"	"CDK1"	"N"	"gene expression"	"up"	"post mortem lung samples of COVID-19 patients (#samples N=36) vs  controls (N=9)"	"time of death"	"11 to 67"	"hours"	"2697049"	"Occurrence of infectious disease"	"COVID-19"	"acute"	"33033248"	"2020-10-08"	"https://www.nature.com/articles/s41467-020-18854-2"	"Fig 1a; Suppl Table 3."	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7546638/figure/Fig1/"	"68"	"68"	"1"	"160"	"33033248_1_160"	"hipc_inf_gene_sig_33033248_1.txt"	"hipc_inf_gene_sig_complete_33033248_1.txt"
""	"hipc_inf_gene_33033248_1"	"2020.10.10"	"hipc_inf_gene_33033248_1"	"HLA-G"	"2021-02-19"	"COVID-19 patients and healthy controls without infectious disease (Basel and Liestal, Switzerland)"	"53"	"104"	"years"	"22"	"formalin-fixed and paraffin-embedded (FFPE) lung tissue"	"UBERON:0002048"	"RNA-seq (OIRRA assay)"	"HLA-G"	"N"	"gene expression"	"up"	"post mortem lung samples of COVID-19 patients (#samples N=36) vs  controls (N=9)"	"time of death"	"11 to 67"	"hours"	"2697049"	"Occurrence of infectious disease"	"COVID-19"	"acute"	"33033248"	"2020-10-08"	"https://www.nature.com/articles/s41467-020-18854-2"	"Fig 1a; Suppl Table 3."	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7546638/figure/Fig1/"	"68"	"68"	"1"	"160"	"33033248_1_160"	"hipc_inf_gene_sig_33033248_1.txt"	"hipc_inf_gene_sig_complete_33033248_1.txt"
