""	"submission_name"	"submission_date"	"template_name"	"response_component"	"curation_date"	"cohort"	"age_min"	"age_max"	"age_units"	"number_subjects"	"tissue_type"	"tissue_type_term_id"	"method"	"response_component_original"	"is_model"	"response_behavior_type"	"response_behavior"	"comparison"	"baseline_time_event"	"time_point"	"time_point_units"	"exposure_material_id"	"exposure_process"	"disease_name"	"disease_stage"	"publication_reference_id"	"publication_date"	"publication_reference_url"	"signature_source"	"comments"	"response_component_id"	"proterm_and_extra"	"pro_ontology_id"	"fully_qualified_response_component"	"response_comp_orig_cnt"	"response_comp_cnt"	"sig_subm_id"	"sig_row_id"	"row_key"	"signature_file"
"subject"	""	""	""	""	""	""	""	""	""	""	""	"cell_subset"	""	""	""	""	""	""	""	""	""	"pathogen"	""	""	""	""	""	""	""	""	"cell_subset"	""	""	""	""	""	""	""	""	""
"evidence"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	""	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	""	"label"	"label"	"label"	"label"	"label"	"url"	"label"	"label"	""	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"label"	"file"
"role"	"background"	"background"	"background"	"observed"	"background"	"observed"	"observed"	"observed"	"observed"	"observed"	"background"	"tissue"	"background"	"observed"	"background"	"background"	"measured"	"background"	"background"	"observed"	"observed"	"pathogen"	"background"	"background"	"observed"	"background"	"background"	"reference"	"background"	"background"	"cell_biomarker"	"observed"	"observed"	"observed"	"observed"	"observed"	"background"	"background"	"background"	"observed"
"mime_type"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"numeric_units"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"descriptive text on Dashboard"	"submission name"	"submission_date"	"template_name"	"response component name"	"curation date YYYY-MM-DD"	"cohort - any characteristics of the population(s) studied, plus whether the result was taken from a subgroup of the broader cohort tested"	"age_min - age of youngest subject including both cases and controls"	"age_max - age of oldest subject including both case and controls"	"age units"	"number of subjects - count of case plus control subjects used in the measurement."	"tissue type"	"tissue (Cell Ontology)"	"method - primary experimental method used to measure the response"	"response component (original curated cell type)"	"signature was derived from a computational model"	"response behavior type"	"response behavior (direction, correlation type etc.)"	"comparison (affected vs control, correlated variable, time vs baseline event etc.)"	"baseline time event"	"time point relative to baseline event at which response was measured"	"time point units"	"exposure material (NCBI taxid)"	"exposure process - method by which immune exposure  occurred"	"disease name"	"disease stage - reported disease stage(s) of affected subjects"	"publication reference (PMID)"	"print publication date or posted date (YYYY-MM-DD)"	"Alzaid et al. (2020) Monocytopenia, monocyte morphological anomalies and hyperinflammation characterise severe COVID-19 in type 2 diabetes. EMBO Mol Med. PMID: <a href = 'https://www.ncbi.nlm.nih.gov/pubmed/?term=32816392' target='_blank'>32816392</a>"	"signature source - figure, table or text section"	"comments and additional details"	"response component"	"response component protein ontology and extra terms"	"response component marker protein ontology ID"	"response component (fully qualified)"	"response component (original) count"	"response component count"	"sequential ID of signature within a publication (PMID) and for its response_type "	"row ID of signature within its submission data file(s)"	"row key"	"response component (cell types) file"
""	"hipc_inf_ctf_32816392_11"	"2020.08.21"	"hipc_inf_ctf_32816392_11"	"lymphocyte"	""	"Type 2 Diabetes Patients in Paris, France"	"54"	"77"	"years"	"60"	"peripheral venous blood"	"UBERON:0000178"	"immunophenotypic analysis; multiparametric flow cytometry"	"CD45 lymphocytes"	""	"cell-type frequency"	"down"	"type 2 diabetes COVID-19 patients vs type 2 diabetes non-COVID-19 patients"	"COVID duration at inclusion"	"5 to 17"	"days"	"2697049"	"Occurrence of infectious disease"	"COVID-19"	"acute"	"32816392"	"2020-09-11"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7461002/"	"Appendix Fig S1B-C"	""	"CL_0000542"	""	""	"lymphocyte"	"7"	"7"	"11"	"623"	"32816392_11_623"	"hipc_inf_ctf_sig_32816392_11.txt"
""	"hipc_inf_ctf_32816392_11"	"2020.08.21"	"hipc_inf_ctf_32816392_11"	"monocyte"	""	"Type 2 Diabetes Patients in Paris, France"	"54"	"77"	"years"	"60"	"peripheral venous blood"	"UBERON:0000178"	"immunophenotypic analysis; multiparametric flow cytometry"	"CD45 monocytes"	""	"cell-type frequency"	"down"	"type 2 diabetes COVID-19 patients vs type 2 diabetes non-COVID-19 patients"	"COVID duration at inclusion"	"5 to 17"	"days"	"2697049"	"Occurrence of infectious disease"	"COVID-19"	"acute"	"32816392"	"2020-09-11"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7461002/"	"Appendix Fig S1B-C"	""	"CL_0000576"	""	""	"monocyte"	"7"	"7"	"11"	"623"	"32816392_11_623"	"hipc_inf_ctf_sig_32816392_11.txt"
""	"hipc_inf_ctf_32816392_11"	"2020.08.21"	"hipc_inf_ctf_32816392_11"	"b cell"	""	"Type 2 Diabetes Patients in Paris, France"	"54"	"77"	"years"	"60"	"peripheral venous blood"	"UBERON:0000178"	"immunophenotypic analysis; multiparametric flow cytometry"	"CD45 B cells"	""	"cell-type frequency"	"down"	"type 2 diabetes COVID-19 patients vs type 2 diabetes non-COVID-19 patients"	"COVID duration at inclusion"	"5 to 17"	"days"	"2697049"	"Occurrence of infectious disease"	"COVID-19"	"acute"	"32816392"	"2020-09-11"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7461002/"	"Appendix Fig S1B-C"	""	"CL_0000236"	""	""	"b cell"	"7"	"7"	"11"	"623"	"32816392_11_623"	"hipc_inf_ctf_sig_32816392_11.txt"
""	"hipc_inf_ctf_32816392_11"	"2020.08.21"	"hipc_inf_ctf_32816392_11"	"cd8-positive, alpha-beta t cell"	""	"Type 2 Diabetes Patients in Paris, France"	"54"	"77"	"years"	"60"	"peripheral venous blood"	"UBERON:0000178"	"immunophenotypic analysis; multiparametric flow cytometry"	"CD45 CD8+ lymphocytes"	""	"cell-type frequency"	"down"	"type 2 diabetes COVID-19 patients vs type 2 diabetes non-COVID-19 patients"	"COVID duration at inclusion"	"5 to 17"	"days"	"2697049"	"Occurrence of infectious disease"	"COVID-19"	"acute"	"32816392"	"2020-09-11"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7461002/"	"Appendix Fig S1B-C"	""	"CL_0000625"	""	""	"cd8-positive, alpha-beta t cell"	"7"	"7"	"11"	"623"	"32816392_11_623"	"hipc_inf_ctf_sig_32816392_11.txt"
""	"hipc_inf_ctf_32816392_11"	"2020.08.21"	"hipc_inf_ctf_32816392_11"	"cd4-positive, alpha-beta t cell"	""	"Type 2 Diabetes Patients in Paris, France"	"54"	"77"	"years"	"60"	"peripheral venous blood"	"UBERON:0000178"	"immunophenotypic analysis; multiparametric flow cytometry"	"CD45 CD4+ lymphocytes"	""	"cell-type frequency"	"down"	"type 2 diabetes COVID-19 patients vs type 2 diabetes non-COVID-19 patients"	"COVID duration at inclusion"	"5 to 17"	"days"	"2697049"	"Occurrence of infectious disease"	"COVID-19"	"acute"	"32816392"	"2020-09-11"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7461002/"	"Appendix Fig S1B-C"	""	"CL_0000624"	""	""	"cd4-positive, alpha-beta t cell"	"7"	"7"	"11"	"623"	"32816392_11_623"	"hipc_inf_ctf_sig_32816392_11.txt"
""	"hipc_inf_ctf_32816392_11"	"2020.08.21"	"hipc_inf_ctf_32816392_11"	"double-positive, alpha-beta thymocyte"	""	"Type 2 Diabetes Patients in Paris, France"	"54"	"77"	"years"	"60"	"peripheral venous blood"	"UBERON:0000178"	"immunophenotypic analysis; multiparametric flow cytometry"	"CD45 CD4+ CD8+ lymphocytes"	""	"cell-type frequency"	"down"	"type 2 diabetes COVID-19 patients vs type 2 diabetes non-COVID-19 patients"	"COVID duration at inclusion"	"5 to 17"	"days"	"2697049"	"Occurrence of infectious disease"	"COVID-19"	"acute"	"32816392"	"2020-09-11"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7461002/"	"Appendix Fig S1B-C"	""	"CL_0000809"	"(CD4+,CD8+)"	"PR:000001004,PR:000001084"	"double-positive, alpha-beta thymocyte (CD4+,CD8+)"	"7"	"7"	"11"	"623"	"32816392_11_623"	"hipc_inf_ctf_sig_32816392_11.txt"
""	"hipc_inf_ctf_32816392_11"	"2020.08.21"	"hipc_inf_ctf_32816392_11"	"t cell"	""	"Type 2 Diabetes Patients in Paris, France"	"54"	"77"	"years"	"60"	"peripheral venous blood"	"UBERON:0000178"	"immunophenotypic analysis; multiparametric flow cytometry"	"CD45 CD4- CD8- lymphocytes"	""	"cell-type frequency"	"down"	"type 2 diabetes COVID-19 patients vs type 2 diabetes non-COVID-19 patients"	"COVID duration at inclusion"	"5 to 17"	"days"	"2697049"	"Occurrence of infectious disease"	"COVID-19"	"acute"	"32816392"	"2020-09-11"	"https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7461002/"	"Appendix Fig S1B-C"	""	"CL_0000084"	"(CD4-,CD8-)"	"PR:000001004,PR:000001084"	"t cell (CD4-,CD8-)"	"7"	"7"	"11"	"623"	"32816392_11_623"	"hipc_inf_ctf_sig_32816392_11.txt"
